Item_Id,Item_Visibility,Store_Id,Item_Store_Sales,Item_Fit_Type,Item_Fabric,Item_Fabric_Amount,Item_MRP,Store_Establishment_Year,Store_Size,Store_Location_Type,Store_Type
PNT13,0.028765486,STR049,1274.3412,Regular,Wool,9895.0,143.8812,1999,Medium,Region 1,Mall Type1
NCP18,0.028642712,STR049,1203.7664,Oversize,Denim,12.15,117.0492,1999,Medium,Region 1,Mall Type1
FDK21,0.010027885,STR049,3254.4304,Oversize,Organza,7905.0,196.3794,1999,Medium,Region 1,Mall Type1
PJB54,0.048134591,STR049,529311.0,Oversize,Denim,9195.0,151.4708,1999,Medium,Region 1,Mall Type1
DRK35,0.071958197,STR049,796.9626,Oversize,Satin,8365.0,249.0408,1999,Medium,Region 1,Mall Type1
FDI26,0.034940979,STR049,1605.9096,Oversize,Wool,,38.0506,1999,Medium,Region 1,Mall Type1
BJK09,0.012167793,STR049,111.8544,Oversize,Lace,,246.9144,1999,Medium,Region 1,Mall Type1
HDJ45,0.026182758,STR049,5086712.0,Oversize,Organza,,38.2848,1999,Medium,Region 1,Mall Type1
SKT46,0.116723677,STR049,5163.9448,Basic,Organza,17.7,51.0692,1999,Medium,Region 1,Mall Type1
FDZ03,0.078909166,STR049,4474176.0,Regular,Linen,13.65,185.4266,1999,Medium,Region 1,Mall Type1
SWP37,0.041681059,STR049,1315.6208,Oversize,Cashmere,17.6,172.5738,1999,Medium,Region 1,Mall Type1
OCT35,0.060342304,STR049,1644526.0,Oversize,Jersey,18.25,95841.0,1999,Medium,Region 1,Mall Type1
NCZ18,0.186357148,STR049,5580.7356,Oversize,Denim,7825.0,59222.0,1999,Medium,Region 1,Mall Type1
SKT29,0.024243294,STR049,1603.2464,Regular,Velvet,8.39,164.7526,1999,Medium,Region 1,Mall Type1
FDQ10,0.033230816,STR049,1207.0954,Oversize,Organza,12.85,189.6188,1999,Medium,Region 1,Mall Type1
FDL04,0.112097433,STR049,1905.5196,Oversize,Velvet,19.0,114.0176,1999,Medium,Region 1,Mall Type1
JNS25,0.04572322,STR049,5747.1856,Oversize,Wool,5905.0,172.3422,1999,Medium,Region 1,Mall Type1
JNS45,0.045117476,STR049,2440.8228,Oversize,Organza,16.75,222.5456,1999,Medium,Region 1,Mall Type1
NCL18,0.167844438,STR049,3110.6176,Oversize,Denim,,101.87,1999,Medium,Region 1,Mall Type1
BLS33,0.123307177,STR049,283.6308,Regular,Organza,6305.0,177.0028,1999,Medium,Region 1,Mall Type1
BLS27,0.039624006,STR049,1523.3504,Oversize,Chiffon,20.85,160992.0,1999,Medium,Region 1,Mall Type1
DRG27,0.105274111,STR049,690.4346,Oversize,Linen,8895.0,95.6436,1999,Medium,Region 1,Mall Type1
TSH44,0.053305463,STR049,848895.0,Oversize,Lace,19.7,122173.0,1999,Medium,Region 1,Mall Type1
TCT04,0.005557062,STR049,2924.1936,Oversize,Velvet,,55.1614,1999,Medium,Region 1,Mall Type1
BJK41,0.131383762,STR049,1231.73,Oversize,Velvet,12.15,57893.0,1999,Medium,Region 1,Mall Type1
FDB56,0.074743226,STR049,5257.1568,Regular,Lace,8.75,114.5492,1999,Medium,Region 1,Mall Type1
FDT28,0.063664998,STR049,3912.2408,Oversize,Velvet,13.3,120.0414,1999,Medium,Region 1,Mall Type1
DRS57,0.115857223,STR049,3896.2616,Regular,Organza,8.31,187.4556,1999,Medium,Region 1,Mall Type1
DRB48,0.024892129,STR049,589233.0,Regular,Cashmere,16.75,149.9708,1999,Medium,Region 1,Mall Type1
JCK09,0.033942546,STR049,4460.1942,Oversize,Organza,19.75,187.8556,1999,Medium,Region 1,Mall Type1
OCT14,0.046881328,STR049,1685.8056,Regular,Wool,17.1,151.0708,1999,Medium,Region 1,Mall Type1
FDG12,0.006335942,STR049,2048.6666,Regular,Cotton,6635.0,179.1028,1999,Medium,Region 1,Mall Type1
DRE60,0.159582185,STR049,7017532.0,Oversize,Cashmere,,38.7822,1999,Medium,Region 1,Mall Type1
DRK49,0.035999599,STR049,162.4552,Oversize,Cashmere,14.15,212.0902,1999,Medium,Region 1,Mall Type1
JNS11,0.081794766,STR049,700.4216,Regular,Polyester,9.1,41.4138,1999,Medium,Region 1,Mall Type1
FDD17,0.032677678,STR049,5942265.0,Oversize,Velvet,7.5,232.53,1999,Medium,Region 1,Mall Type1
FDZ46,0.069231189,STR049,1215.7508,Oversize,Organza,7485.0,176937.0,1999,Medium,Region 1,Mall Type1
HDJ58,0.039980644,STR049,4567388.0,Oversize,Organza,11.65,173.2054,1999,Medium,Region 1,Mall Type1
FDJ38,0.040268044,STR049,1707777.0,Regular,Wool,8.6,140.3154,1999,Medium,Region 1,Mall Type1
DRS11,0.048857925,STR049,1052.6298,Oversize,Polyester,12.6,227.0694,1999,Medium,Region 1,Mall Type1
DRG23,0.086916126,STR049,1219.7456,Oversize,Satin,8.88,92512.0,1999,Medium,Region 1,Mall Type1
NCP30,0.032819637,STR049,982055.0,Oversize,Denim,20.5,190153.0,1999,Medium,Region 1,Mall Type1
NCR53,0.14526636,STR049,3375606.0,Oversize,Crepe,,82.4276,1999,Medium,Region 1,Mall Type1
NCO26,0.076975118,STR049,2664.5316,Oversize,Denim,7235.0,52.7956,1999,Medium,Region 1,Mall Type1
NCN07,0.033997473,STR049,1845.5976,Oversize,Tulle,18.5,180.5976,1999,Medium,Region 1,Mall Type1
NCC31,0.019901356,STR049,3427.5384,Oversize,Denim,8.02,160292.0,1999,Medium,Region 1,Mall Type1
NCC30,0.027622076,STR049,2676516.0,Oversize,Denim,16.6,101.7016,1999,Medium,Region 1,Mall Type1
JCK16,0.039355947,STR049,7370406.0,Oversize,Velvet,18.6,116.0492,1999,Medium,Region 1,Mall Type1
FDB11,0.060942632,STR049,2925.5252,Oversize,Jersey,16.0,165.4526,1999,Medium,Region 1,Mall Type1
SHT25,0.150801606,STR049,1231.73,Oversize,Cashmere,14.6,132.1284,1999,Medium,Region 1,Mall Type1
DRK12,0.041951439,STR049,865.54,Oversize,Cashmere,,105.1622,1999,Medium,Region 1,Mall Type1
NCI18,0.014045832,STR049,1570.6222,Oversize,Denim,18.35,177.6344,1999,Medium,Region 1,Mall Type1
BLS13,0.152294691,STR049,1508037.0,Oversize,Silk,18.6,246.3802,1999,Medium,Region 1,Mall Type1
DRD24,0.030842963,STR049,2552.6772,Oversize,Cashmere,13.85,226.8404,1999,Medium,Region 1,Mall Type1
DRF49,0.071188446,STR049,1138518.0,Oversize,Cashmere,7.27,50.3692,1999,Medium,Region 1,Mall Type1
DRS51,0.094807042,STR049,3835008.0,Regular,Chiffon,6155.0,161521.0,1999,Medium,Region 1,Mall Type1
DRL01,0.077292302,STR049,6309.7866,Regular,Cashmere,19.5,197.6426,1999,Medium,Region 1,Mall Type1
JCK25,0.021240491,STR049,4804.4128,Oversize,Wool,15.2,31.29,1999,Medium,Region 1,Mall Type1
NCM43,0.01950565,STR049,2446815.0,Oversize,Tulle,14.5,226172.0,1999,Medium,Region 1,Mall Type1
PRK31,0.0,STR049,3067.3406,Regular,Lace,13.1,99.8358,1999,Medium,Region 1,Mall Type1
FDI32,0.174644552,STR049,1727751.0,Oversize,Lace,17.7,140.9154,1999,Medium,Region 1,Mall Type1
PNT47,0.087604647,STR049,1560.6352,Basic,Polyester,17.85,154.5656,1999,Medium,Region 1,Mall Type1
NCU05,0.058827557,STR049,1288.9888,Oversize,Crepe,11.8,97.0094,1999,Medium,Region 1,Mall Type1
DRY23,0.109265987,STR049,980.0576,Regular,Cashmere,,222.5456,1999,Medium,Region 1,Mall Type1
COT24,0.0,STR049,2376906.0,Oversize,Cotton,11.1,114.2518,1999,Medium,Region 1,Mall Type1
NCO17,0.073493831,STR049,1797.66,Oversize,Crepe,,233.4958,1999,Medium,Region 1,Mall Type1
TCT50,0.075287081,STR049,572588.0,Regular,Linen,5.75,216.8824,1999,Medium,Region 1,Mall Type1
FDK58,0.045052492,STR049,3137.2496,Regular,Organza,11.35,198.8084,1999,Medium,Region 1,Mall Type1
NCW29,0.028907832,STR049,778986.0,Oversize,Crepe,14.0,164821.0,1999,Medium,Region 1,Mall Type1
BST04,0.018051091,STR049,2696.49,Regular,Velvet,19.75,173.0738,1999,Medium,Region 1,Mall Type1
VST19,0.090436094,STR049,2233.0932,Oversize,Denim,6525.0,151.4366,1999,Medium,Region 1,Mall Type1
JNS15,0.146399712,STR049,1661.8368,Oversize,Chiffon,10.3,178.8318,1999,Medium,Region 1,Mall Type1
FDL58,0.074264356,STR049,4745.8224,Regular,Organza,5.78,115.1834,1999,Medium,Region 1,Mall Type1
FDT43,0.020579897,STR049,934.7832,Oversize,Lace,16.35,92.6804,1999,Medium,Region 1,Mall Type1
FDT20,0.041459804,STR049,540.6296,Oversize,Lace,10.5,42.1112,1999,Medium,Region 1,Mall Type1
NCN55,0.059582996,STR049,6008845.0,Oversize,Tulle,14.6,153.0656,1999,Medium,Region 1,Mall Type1
NCM53,0.052121825,STR049,2343616.0,Oversize,Crepe,18.75,112.8176,1999,Medium,Region 1,Mall Type1
BST36,0.041837331,STR049,5077.3908,Regular,Cotton,5.26,226.8062,1999,Medium,Region 1,Mall Type1
BLS57,0.054318517,STR049,6381693.0,Oversize,Organza,18.25,100.0016,1999,Medium,Region 1,Mall Type1
BJK24,0.025409912,STR049,1883.5482,Regular,Cotton,15.5,179766.0,1999,Medium,Region 1,Mall Type1
FDG52,0.065732883,STR049,780.9834,Oversize,Velvet,13.65,85.0882,1999,Medium,Region 1,Mall Type1
DRF36,0.023613955,STR049,5350.3688,Basic,Cashmere,16.1,103.9648,1999,Medium,Region 1,Mall Type1
SHR27,0.058192802,STR049,5896.3248,Oversize,Linen,13.8,50.1324,1999,Medium,Region 1,Mall Type1
NCZ54,0.083488992,STR049,7148.0288,Oversize,Denim,14.65,37.6164,1999,Medium,Region 1,Mall Type1
BST10,0.0,STR049,1573.9512,Regular,Organza,6.67,48.0718,1999,Medium,Region 1,Mall Type1
PNT44,0.103080901,STR049,1957452.0,Regular,Lace,6.11,238.8538,1999,Medium,Region 1,Mall Type1
JCK28,0.080765853,STR049,4958.8784,Regular,Velvet,13.65,62.9194,1999,Medium,Region 1,Mall Type1
TSH39,0.012737719,STR049,353.5398,Basic,Chiffon,6.32,104628.0,1999,Medium,Region 1,Mall Type1
HDJ24,0.133700752,STR049,1995.4026,Regular,Cotton,4.88,161.8868,1999,Medium,Region 1,Mall Type1
OCT28,0.110202066,STR049,721.0614,Regular,Velvet,15.85,177937.0,1999,Medium,Region 1,Mall Type1
FDT25,0.050829881,STR049,1470.0864,Oversize,Wool,7.5,242.7512,1999,Medium,Region 1,Mall Type1
NCO07,0.009791467,STR049,4687232.0,Oversize,Tulle,,81.5934,1999,Medium,Region 1,Mall Type1
DRF27,0.028461453,STR049,5053422.0,Oversize,Linen,,45.7402,1999,Medium,Region 1,Mall Type1
FDG33,0.140458316,STR049,3263.7516,Regular,Jacquard,,32.99,1999,Medium,Region 1,Mall Type1
BJK14,0.027212058,STR049,2756412.0,Oversize,Wool,7.55,263.7568,1999,Medium,Region 1,Mall Type1
NCR38,0.113694957,STR049,6040.1376,Oversize,Denim,17.25,130.0626,1999,Medium,Region 1,Mall Type1
NCR18,0.020519478,STR049,852224.0,Oversize,Denim,15.85,131.2968,1999,Medium,Region 1,Mall Type1
NCU41,0.05213575,STR049,6687961.0,Oversize,Crepe,18.85,260.0936,1999,Medium,Region 1,Mall Type1
HDJ56,0.062508438,STR049,5642655.0,Regular,Lace,16.35,160.6578,1999,Medium,Region 1,Mall Type1
SHT51,0.0,STR049,1842.9344,Oversize,Linen,14.1,40.2822,1999,Medium,Region 1,Mall Type1
TCT44,0.058516562,STR049,5198.5664,Regular,Lace,12.15,52.9298,1999,Medium,Region 1,Mall Type1
FDL43,0.027106459,STR049,535969.0,Oversize,Chiffon,10.1,88.3514,1999,Medium,Region 1,Mall Type1
BJK05,0.026912667,STR049,3418883.0,Oversize,Velvet,17.5,37.2506,1999,Medium,Region 1,Mall Type1
FDL20,0.128614205,STR049,1556.6404,Oversize,Lace,17.1,161.5578,1999,Medium,Region 1,Mall Type1
JNS32,0.088846306,STR049,759012.0,Oversize,Lace,7785.0,211956.0,1999,Medium,Region 1,Mall Type1
FDJ34,0.093801337,STR049,1251704.0,Regular,Organza,11.8,124173.0,1999,Medium,Region 1,Mall Type1
FDG08,0.165616415,STR049,2061.3168,Regular,Lace,13.15,152134.0,1999,Medium,Region 1,Mall Type1
FDQ04,0.084885375,STR049,701.7532,Oversize,Velvet,,79.7644,1999,Medium,Region 1,Mall Type1
DRS13,0.098036903,STR049,882.8508,Oversize,Wool,8.5,181.9292,1999,Medium,Region 1,Mall Type1
FDJ55,0.023567538,STR049,4500808.0,Regular,Chiffon,12.8,86.4198,1999,Medium,Region 1,Mall Type1
DRK01,0.061159246,STR049,1607.2412,Oversize,Cashmere,7.63,152334.0,1999,Medium,Region 1,Mall Type1
HDJ38,0.119361718,STR049,2563.33,Regular,Linen,13.6,192.8846,1999,Medium,Region 1,Mall Type1
BLS01,0.072511335,STR049,3528.74,Oversize,Silk,8895.0,118.7782,1999,Medium,Region 1,Mall Type1
FDG29,0.056379439,STR049,293.6178,Oversize,Velvet,17.6,109.8912,1999,Medium,Region 1,Mall Type1
FDG24,0.014653896,STR049,749025.0,Oversize,Cotton,7975.0,79.9618,1999,Medium,Region 1,Mall Type1
FDM28,0.045274134,STR049,3415554.0,Oversize,Velvet,15.7,42.7112,1999,Medium,Region 1,Mall Type1
PRK26,0.089608321,STR049,3139.9128,Oversize,Linen,20.35,227.6062,1999,Medium,Region 1,Mall Type1
FDQ56,0.105761491,STR049,1677816.0,Oversize,Lace,6.59,229.0668,1999,Medium,Region 1,Mall Type1
FDK51,0.005243282,STR049,3179.8608,Oversize,Linen,19.85,249.0408,1999,Medium,Region 1,Mall Type1
FDL22,0.036446751,STR049,996.0368,Oversize,Organza,16.85,179.3976,1999,Medium,Region 1,Mall Type1
HDJ55,0.081446638,STR049,6424.97,Oversize,Lace,16.75,163.4552,1999,Medium,Region 1,Mall Type1
FDZ10,0.04453262,STR049,2656542.0,Oversize,Organza,,75367.0,1999,Medium,Region 1,Mall Type1
NCF07,0.032072321,STR049,1416.8224,Oversize,Denim,,152034.0,1999,Medium,Region 1,Mall Type1
DRE49,0.02128304,STR049,2428.8384,Oversize,Cashmere,20.75,112.3886,1999,Medium,Region 1,Mall Type1
FDJ08,0.11084417,STR049,5159.2842,Oversize,Lace,,61451.0,1999,Medium,Region 1,Mall Type1
FDT39,0.009883257,STR049,1964.7758,Regular,Chiffon,6.26,125.9704,1999,Medium,Region 1,Mall Type1
BST08,0.049396364,STR049,3563.3616,Oversize,Lace,18.2,171.8764,1999,Medium,Region 1,Mall Type1
NCT54,0.119721451,STR049,1237.7222,Oversize,Denim,8695.0,51.1324,1999,Medium,Region 1,Mall Type1
BJK20,0.033271818,STR049,5715.2272,Oversize,Lace,12.85,110.9202,1999,Medium,Region 1,Mall Type1
OCT27,0.058437653,STR049,1150.5024,Oversize,Linen,7075.0,127.5362,1999,Medium,Region 1,Mall Type1
JNS60,0.117543713,STR049,3338987.0,Regular,Cotton,,225.9404,1999,Medium,Region 1,Mall Type1
HDJ59,0.031452265,STR049,925462.0,Oversize,Cotton,8195.0,95.4436,1999,Medium,Region 1,Mall Type1
BST33,0.049712775,STR049,1492.7236,Regular,Lace,19.35,176237.0,1999,Medium,Region 1,Mall Type1
TCT36,0.046342889,STR049,886.8456,Oversize,Cotton,6.15,195211.0,1999,Medium,Region 1,Mall Type1
JNS13,0.027653795,STR049,1318284.0,Regular,Wool,,43.3454,1999,Medium,Region 1,Mall Type1
DRP47,0.140821917,STR049,2775.7202,Oversize,Satin,15.75,36.7164,1999,Medium,Region 1,Mall Type1
PNT04,0.022602061,STR049,1458102.0,Oversize,Velvet,7075.0,128831.0,1999,Medium,Region 1,Mall Type1
FDD40,0.014816356,STR049,3848324.0,Regular,Linen,20.25,264.0884,1999,Medium,Region 1,Mall Type1
PRK33,0.123620492,STR049,1505.3738,Regular,Organza,6.67,173.1738,1999,Medium,Region 1,Mall Type1
FDB29,0.052493162,STR049,2519.3872,Regular,Velvet,16.7,110.5202,1999,Medium,Region 1,Mall Type1
TSH33,0.033952603,STR049,3399.5748,Oversize,Organza,6.48,126202.0,1999,Medium,Region 1,Mall Type1
SKT08,0.10361083,STR049,905488.0,Regular,Lace,19.0,103.1964,1999,Medium,Region 1,Mall Type1
FDB53,0.139669224,STR049,1938.8096,Oversize,Velvet,13.35,253.0698,1999,Medium,Region 1,Mall Type1
HDJ31,0.04363058,STR049,1618.5598,Oversize,Lace,,101.0016,1999,Medium,Region 1,Mall Type1
DRQ35,0.042357203,STR049,1857582.0,Oversize,Satin,,153.0024,1999,Medium,Region 1,Mall Type1
DRD13,0.049155769,STR049,958752.0,Oversize,Cashmere,15.0,151.1366,1999,Medium,Region 1,Mall Type1
FDB45,0.021362955,STR049,2404.2038,Oversize,Lace,20.85,46306.0,1999,Medium,Region 1,Mall Type1
FDZ35,0.0,STR049,2373577.0,Regular,Polyester,9.6,113.5518,1999,Medium,Region 1,Mall Type1
SWP39,0.092834313,STR049,2220443.0,Oversize,Linen,20.7,142.7128,1999,Medium,Region 1,Mall Type1
TCT55,0.035967107,STR049,7549.5062,Oversize,Lace,16.2,94.3462,1999,Medium,Region 1,Mall Type1
BLS58,0.056960814,STR049,3707.1744,Regular,Organza,,47.9034,1999,Medium,Region 1,Mall Type1
SKT41,0.117095014,STR049,1148505.0,Oversize,Velvet,,141.4154,1999,Medium,Region 1,Mall Type1
COT01,0.020750867,STR049,1927491.0,Regular,Silk,,80.2644,1999,Medium,Region 1,Mall Type1
FDQ07,0.087542757,STR049,6189.2768,Regular,Lace,15.1,87.9856,1999,Medium,Region 1,Mall Type1
HDJ49,0.012030747,STR049,1155.8288,Regular,Wool,,93.7436,1999,Medium,Region 1,Mall Type1
NCY18,0.031200065,STR049,6303.7944,Oversize,Denim,7285.0,250.5382,1999,Medium,Region 1,Mall Type1
FDL27,0.010647477,STR049,1937478.0,Oversize,Chiffon,6.17,235.0958,1999,Medium,Region 1,Mall Type1
NCO30,0.015749341,STR049,3307.6944,Oversize,Denim,19.5,193.6162,1999,Medium,Region 1,Mall Type1
VST07,0.077628053,STR049,3142576.0,Oversize,Denim,19.2,59.1904,1999,Medium,Region 1,Mall Type1
PNT59,0.063962842,STR049,2616594.0,Regular,Polyester,14.5,60222.0,1999,Medium,Region 1,Mall Type1
TCT09,0.06670068,STR049,1255.6988,Regular,Organza,7.71,148.0076,1999,Medium,Region 1,Mall Type1
OCT26,0.034753686,STR049,1976.0944,Regular,Wool,19.25,228272.0,1999,Medium,Region 1,Mall Type1
FDJ56,0.183688161,STR049,998.7,Oversize,Lace,,122.4388,1999,Medium,Region 1,Mall Type1
DRN47,0.016852909,STR049,2876256.0,Oversize,Satin,12.1,223.9404,1999,Medium,Region 1,Mall Type1
FDT22,0.112271498,STR049,659142.0,Oversize,Organza,10395.0,149.9708,1999,Medium,Region 1,Mall Type1
FDD44,0.078522357,STR049,6183.9504,Regular,Lace,8.05,165.0842,1999,Medium,Region 1,Mall Type1
PRK15,0.078181964,STR049,4098.6648,Regular,Chiffon,9195.0,101299.0,1999,Medium,Region 1,Mall Type1
FDL51,0.047565208,STR049,1929.4884,Regular,Linen,20.7,129.9994,1999,Medium,Region 1,Mall Type1
FDL32,0.122657336,STR049,1565.9616,Regular,Lace,15.7,216.7166,1999,Medium,Region 1,Mall Type1
FDZ07,0.094037291,STR049,495.3552,Regular,Lace,,76367.0,1999,Medium,Region 1,Mall Type1
NCW53,0.030542489,STR049,2693.8268,Oversize,Crepe,,158.4604,1999,Medium,Region 1,Mall Type1
DRS49,0.0,STR049,2328.3026,Oversize,Wool,19.5,129.3994,1999,Medium,Region 1,Mall Type1
FDB27,0.055476238,STR049,1182.4608,Oversize,Linen,7575.0,101.3016,1999,Medium,Region 1,Mall Type1
BJK45,0.012223687,STR049,1640.5312,Regular,Lace,18.2,221.7456,1999,Medium,Region 1,Mall Type1
JNS02,0.06063976,STR049,3593.3226,Oversize,Linen,16.75,122.9046,1999,Medium,Region 1,Mall Type1
PNT43,0.161740582,STR049,805618.0,Oversize,Lace,,88183.0,1999,Medium,Region 1,Mall Type1
FDT57,0.019064377,STR049,3555372.0,Oversize,Organza,15.2,59.5904,1999,Medium,Region 1,Mall Type1
JCK22,0.099286298,STR049,563.9326,Regular,Organza,,66.3826,1999,Medium,Region 1,Mall Type1
DRS07,0.142910689,STR049,1859.5794,Regular,Lace,18.0,197611.0,1999,Medium,Region 1,Mall Type1
FDG35,0.0,STR049,2954.1546,Regular,Jersey,21.2,104.0648,1999,Medium,Region 1,Mall Type1
HDJ34,0.010998932,STR049,1823.6262,Regular,Organza,10.5,260.4594,1999,Medium,Region 1,Mall Type1
NCE19,0.093159233,STR049,1037.3164,Oversize,Denim,8.97,233.1616,1999,Medium,Region 1,Mall Type1
NCJ29,0.035247642,STR049,1619.2256,Oversize,Crepe,10.6,55.2956,1999,Medium,Region 1,Mall Type1
FDT59,0.0,STR049,4837.7028,Oversize,Polyester,13.65,141.7496,1999,Medium,Region 1,Mall Type1
PJB41,0.017746826,STR049,2540.6928,Oversize,Crepe,19.0,142.2128,1999,Medium,Region 1,Mall Type1
TCT45,0.035561344,STR049,1821.6288,Regular,Organza,,166.0816,1999,Medium,Region 1,Mall Type1
DRS24,0.037555348,STR049,972068.0,Oversize,Cotton,,79.9276,1999,Medium,Region 1,Mall Type1
BJK22,0.056919038,STR049,5770.4886,Oversize,Organza,6865.0,98.77,1999,Medium,Region 1,Mall Type1
FDM60,0.048218142,STR049,690.4346,Regular,Cotton,10.8,178566.0,1999,Medium,Region 1,Mall Type1
PNT02,0.022099982,STR049,1334.2632,Oversize,Linen,16.7,118244.0,1999,Medium,Region 1,Mall Type1
DRP35,0.091008572,STR049,3195.84,Oversize,Satin,,81896.0,1999,Medium,Region 1,Mall Type1
NCZ42,0.011305479,STR049,4740496.0,Oversize,Denim,10.5,182.6292,1999,Medium,Region 1,Mall Type1
SKT15,0.17824575,STR049,3299.7048,Basic,Linen,18.1,108.7596,1999,Medium,Region 1,Mall Type1
BJK11,0.017658634,STR049,1442.1228,Regular,Jersey,10195.0,212.5876,1999,Medium,Region 1,Mall Type1
DRS35,0.011106465,STR049,419454.0,Oversize,Polyester,,110.1544,1999,Medium,Region 1,Mall Type1
NCC06,0.027028323,STR049,3962.8416,Oversize,Denim,19.0,193.8162,1999,Medium,Region 1,Mall Type1
FDB17,0.036729122,STR049,2535.3664,Oversize,Velvet,13.15,180.0318,1999,Medium,Region 1,Mall Type1
DRS43,0.022460102,STR049,3415554.0,Regular,Lace,20.1,176437.0,1999,Medium,Region 1,Mall Type1
TSH27,0.030975716,STR049,3068.0064,Regular,Linen,20.35,41.2112,1999,Medium,Region 1,Mall Type1
BLS32,0.01558456,STR049,4795.0916,Oversize,Lace,17.5,178.6002,1999,Medium,Region 1,Mall Type1
FDZ27,0.017182935,STR049,848895.0,Oversize,Linen,7935.0,195.2768,1999,Medium,Region 1,Mall Type1
DRS23,0.0821398,STR049,579246.0,Oversize,Cotton,,57.7904,1999,Medium,Region 1,Mall Type1
BJK10,0.15717236,STR049,588.5672,Regular,Organza,15.5,214.3218,1999,Medium,Region 1,Mall Type1
SWP03,0.035118834,STR049,932.12,Oversize,Linen,,231.7958,1999,Medium,Region 1,Mall Type1
DRS27,0.151087845,STR049,1551314.0,Regular,Chiffon,,38019.0,1999,Medium,Region 1,Mall Type1
FDI35,0.041355366,STR049,4544085.0,Oversize,Jersey,14.0,130.4968,1999,Medium,Region 1,Mall Type1
NCJ18,0.164196823,STR049,2133.2232,Oversize,Denim,12.35,96.4094,1999,Medium,Region 1,Mall Type1
NCV17,0.016132592,STR049,3016.7398,Oversize,Crepe,18.85,164021.0,1999,Medium,Region 1,Mall Type1
NCO54,0.014296484,STR049,1436.7964,Oversize,Denim,,88.5514,1999,Medium,Region 1,Mall Type1
TCT46,0.011143599,STR049,1125202.0,Regular,Organza,10.3,173.5738,1999,Medium,Region 1,Mall Type1
