Item_Id,Item_Visibility,Store_Id,Item_Store_Sales,Item_Fit_Type,Item_Fabric,Item_Fabric_Amount,Item_MRP,Store_Establishment_Year,Store_Size,Store_Location_Type,Store_Type
606,0.053553794,9,3582004.0,0,8,6.42,259.9278,1999,1,0,1
1068,0.025325897,9,3795.06,1,3,19.6,126.5046,1999,1,0,1
893,0.025867353,9,4757.8068,1,15,10.0,178.1002,1999,1,0,1
1267,0.146094132,9,2926191.0,2,8,1279.8732420559377,265.2226,1999,1,0,1
1228,0.028765486,9,1274.3412,2,15,9895.0,143.8812,1999,1,0,1
1072,0.028642712,9,1203.7664,1,4,12.15,117.0492,1999,1,0,1
518,0.010027885,9,3254.4304,1,9,7905.0,196.3794,1999,1,0,1
1215,0.048134591,9,529311.0,1,4,9195.0,151.4708,1999,1,0,1
226,0.071958197,9,796.9626,1,11,8365.0,249.0408,1999,1,0,1
450,0.034940979,9,1605.9096,1,15,1279.8732420559377,38.0506,1999,1,0,1
4,0.012167793,9,111.8544,1,7,1279.8732420559377,246.9144,1999,1,0,1
796,0.026182758,9,5086712.0,1,9,1279.8732420559377,38.2848,1999,1,0,1
1366,0.116723677,9,5163.9448,0,9,17.7,51.0692,1999,1,0,1
715,0.078909166,9,4474176.0,2,8,13.65,185.4266,1999,1,0,1
1386,0.041681059,9,1315.6208,1,0,17.6,172.5738,1999,1,0,1
1190,0.060342304,9,1644526.0,1,6,18.25,95841.0,1999,1,0,1
1161,0.186357148,9,5580.7356,1,4,7825.0,59222.0,1999,1,0,1
1354,0.024243294,9,1603.2464,2,14,8.39,164.7526,1999,1,0,1
624,0.033230816,9,1207.0954,1,9,12.85,189.6188,1999,1,0,1
547,0.112097433,9,1905.5196,1,14,19.0,114.0176,1999,1,0,1
873,0.04572322,9,5747.1856,1,15,5905.0,172.3422,1999,1,0,1
889,0.045117476,9,2440.8228,1,9,16.75,222.5456,1999,1,0,1
1009,0.167844438,9,3110.6176,1,4,1279.8732420559377,101.87,1999,1,0,1
58,0.123307177,9,283.6308,2,9,6305.0,177.0028,1999,1,0,1
54,0.039624006,9,1523.3504,1,1,20.85,160992.0,1999,1,0,1
214,0.105274111,9,690.4346,1,8,8895.0,95.6436,1999,1,0,1
1474,0.053305463,9,848895.0,1,7,19.7,122173.0,1999,1,0,1
1394,0.005557062,9,2924.1936,1,14,1279.8732420559377,55.1614,1999,1,0,1
25,0.131383762,9,1231.73,1,14,12.15,57893.0,1999,1,0,1
352,0.074743226,9,5257.1568,2,7,8.75,114.5492,1999,1,0,1
686,0.063664998,9,3912.2408,1,14,13.3,120.0414,1999,1,0,1
307,0.115857223,9,3896.2616,2,9,8.31,187.4556,1999,1,0,1
172,0.024892129,9,589233.0,2,0,16.75,149.9708,1999,1,0,1
815,0.033942546,9,4460.1942,1,9,19.75,187.8556,1999,1,0,1
1175,0.046881328,9,1685.8056,2,15,17.1,151.0708,1999,1,0,1
403,0.006335942,9,2048.6666,2,2,6635.0,179.1028,1999,1,0,1
193,0.159582185,9,7017532.0,1,0,1279.8732420559377,38.7822,1999,1,0,1
230,0.035999599,9,162.4552,1,0,14.15,212.0902,1999,1,0,1
861,0.081794766,9,700.4216,2,10,9.1,41.4138,1999,1,0,1
367,0.032677678,9,5942265.0,1,14,7.5,232.53,1999,1,0,1
748,0.069231189,9,1215.7508,1,9,7485.0,176937.0,1999,1,0,1
807,0.039980644,9,4567388.0,1,9,11.65,173.2054,1999,1,0,1
493,0.040268044,9,1707777.0,2,15,8.6,140.3154,1999,1,0,1
269,0.048857925,9,1052.6298,1,10,12.6,227.0694,1999,1,0,1
212,0.086916126,9,1219.7456,1,11,8.88,92512.0,1999,1,0,1
1074,0.032819637,9,982055.0,1,4,20.5,190153.0,1999,1,0,1
1106,0.14526636,9,3375606.0,1,3,1279.8732420559377,82.4276,1999,1,0,1
1058,0.076975118,9,2664.5316,1,4,7235.0,52.7956,1999,1,0,1
1037,0.033997473,9,1845.5976,1,13,18.5,180.5976,1999,1,0,1
929,0.019901356,9,3427.5384,1,4,8.02,160292.0,1999,1,0,1
928,0.027622076,9,2676516.0,1,4,16.6,101.7016,1999,1,0,1
821,0.039355947,9,7370406.0,1,14,18.6,116.0492,1999,1,0,1
319,0.060942632,9,2925.5252,1,6,16.0,165.4526,1999,1,0,1
1328,0.150801606,9,1231.73,1,0,14.6,132.1284,1999,1,0,1
223,0.041951439,9,865.54,1,0,1279.8732420559377,105.1622,1999,1,0,1
974,0.014045832,9,1570.6222,1,4,18.35,177.6344,1999,1,0,1
45,0.152294691,9,1508037.0,1,12,18.6,246.3802,1999,1,0,1
177,0.030842963,9,2552.6772,1,0,13.85,226.8404,1999,1,0,1
204,0.071188446,9,1138518.0,1,0,7.27,50.3692,1999,1,0,1
303,0.094807042,9,3835008.0,2,1,6155.0,161521.0,1999,1,0,1
232,0.077292302,9,6309.7866,2,0,19.5,197.6426,1999,1,0,1
828,0.021240491,9,4804.4128,1,15,15.2,31.29,1999,1,0,1
1031,0.01950565,9,2446815.0,1,13,14.5,226172.0,1999,1,0,1
1290,0.0,9,3067.3406,2,7,13.1,99.8358,1999,1,0,1
453,0.174644552,9,1727751.0,1,7,17.7,140.9154,1999,1,0,1
1255,0.087604647,9,1560.6352,0,10,17.85,154.5656,1999,1,0,1
1118,0.058827557,9,1288.9888,1,3,11.8,97.0094,1999,1,0,1
311,0.109265987,9,980.0576,2,0,1279.8732420559377,222.5456,1999,1,0,1
130,0.0,9,2376906.0,1,2,11.1,114.2518,1999,1,0,1
1056,0.073493831,9,1797.66,1,3,1279.8732420559377,233.4958,1999,1,0,1
1432,0.075287081,9,572588.0,2,8,5.75,216.8824,1999,1,0,1
543,0.045052492,9,3137.2496,2,9,11.35,198.8084,1999,1,0,1
1142,0.028907832,9,778986.0,1,3,14.0,164821.0,1999,1,0,1
76,0.018051091,9,2696.49,2,14,19.75,173.0738,1999,1,0,1
1490,0.090436094,9,2233.0932,1,4,6525.0,151.4366,1999,1,0,1
865,0.146399712,9,1661.8368,1,1,10.3,178.8318,1999,1,0,1
581,0.074264356,9,4745.8224,2,9,5.78,115.1834,1999,1,0,1
697,0.020579897,9,934.7832,1,7,16.35,92.6804,1999,1,0,1
678,0.041459804,9,540.6296,1,7,10.5,42.1112,1999,1,0,1
1050,0.059582996,9,6008845.0,1,13,14.6,153.0656,1999,1,0,1
1032,0.052121825,9,2343616.0,1,3,18.75,112.8176,1999,1,0,1
97,0.041837331,9,5077.3908,2,2,5.26,226.8062,1999,1,0,1
72,0.054318517,9,6381693.0,1,9,18.25,100.0016,1999,1,0,1
14,0.025409912,9,1883.5482,2,2,15.5,179766.0,1999,1,0,1
427,0.065732883,9,780.9834,1,14,13.65,85.0882,1999,1,0,1
201,0.023613955,9,5350.3688,0,0,16.1,103.9648,1999,1,0,1
1320,0.058192802,9,5896.3248,1,8,13.8,50.1324,1999,1,0,1
1167,0.083488992,9,7148.0288,1,4,14.65,37.6164,1999,1,0,1
80,0.0,9,1573.9512,2,9,6.67,48.0718,1999,1,0,1
1252,0.103080901,9,1957452.0,2,7,6.11,238.8538,1999,1,0,1
831,0.080765853,9,4958.8784,2,14,13.65,62.9194,1999,1,0,1
1471,0.012737719,9,353.5398,0,1,6.32,104628.0,1999,1,0,1
779,0.133700752,9,1995.4026,2,2,4.88,161.8868,1999,1,0,1
1185,0.110202066,9,721.0614,2,14,15.85,177937.0,1999,1,0,1
683,0.050829881,9,1470.0864,1,15,7.5,242.7512,1999,1,0,1
1054,0.009791467,9,4687232.0,1,13,1279.8732420559377,81.5934,1999,1,0,1
200,0.028461453,9,5053422.0,1,8,1279.8732420559377,45.7402,1999,1,0,1
416,0.140458316,9,3263.7516,2,5,1279.8732420559377,32.99,1999,1,0,1
8,0.027212058,9,2756412.0,1,15,7.55,263.7568,1999,1,0,1
1102,0.113694957,9,6040.1376,1,4,17.25,130.0626,1999,1,0,1
1099,0.020519478,9,852224.0,1,4,15.85,131.2968,1999,1,0,1
1124,0.05213575,9,6687961.0,1,3,18.85,260.0936,1999,1,0,1
805,0.062508438,9,5642655.0,2,7,16.35,160.6578,1999,1,0,1
1334,0.0,9,1842.9344,1,8,14.1,40.2822,1999,1,0,1
1426,0.058516562,9,5198.5664,2,7,12.15,52.9298,1999,1,0,1
571,0.027106459,9,535969.0,1,1,10.1,88.3514,1999,1,0,1
2,0.026912667,9,3418883.0,1,14,17.5,37.2506,1999,1,0,1
556,0.128614205,9,1556.6404,1,7,17.1,161.5578,1999,1,0,1
878,0.088846306,9,759012.0,1,7,7785.0,211956.0,1999,1,0,1
491,0.093801337,9,1251704.0,2,9,11.8,124173.0,1999,1,0,1
400,0.165616415,9,2061.3168,2,7,13.15,152134.0,1999,1,0,1
620,0.084885375,9,701.7532,1,14,1279.8732420559377,79.7644,1999,1,0,1
271,0.098036903,9,882.8508,1,15,8.5,181.9292,1999,1,0,1
503,0.023567538,9,4500808.0,2,1,12.8,86.4198,1999,1,0,1
221,0.061159246,9,1607.2412,1,0,7.63,152334.0,1999,1,0,1
791,0.119361718,9,2563.33,2,8,13.6,192.8846,1999,1,0,1
37,0.072511335,9,3528.74,1,12,8895.0,118.7782,1999,1,0,1
413,0.056379439,9,293.6178,1,14,17.6,109.8912,1999,1,0,1
410,0.014653896,9,749025.0,1,2,7975.0,79.9618,1999,1,0,1
600,0.045274134,9,3415554.0,1,14,15.7,42.7112,1999,1,0,1
1287,0.089608321,9,3139.9128,1,8,20.35,227.6062,1999,1,0,1
658,0.105761491,9,1677816.0,1,7,6.59,229.0668,1999,1,0,1
538,0.005243282,9,3179.8608,1,8,19.85,249.0408,1999,1,0,1
558,0.036446751,9,996.0368,1,9,16.85,179.3976,1999,1,0,1
804,0.081446638,9,6424.97,1,7,16.75,163.4552,1999,1,0,1
720,0.04453262,9,2656542.0,1,9,1279.8732420559377,75367.0,1999,1,0,1
945,0.032072321,9,1416.8224,1,4,1279.8732420559377,152034.0,1999,1,0,1
192,0.02128304,9,2428.8384,1,0,20.75,112.3886,1999,1,0,1
476,0.11084417,9,5159.2842,1,7,1279.8732420559377,61451.0,1999,1,0,1
695,0.009883257,9,1964.7758,2,1,6.26,125.9704,1999,1,0,1
78,0.049396364,9,3563.3616,1,7,18.2,171.8764,1999,1,0,1
1117,0.119721451,9,1237.7222,1,4,8695.0,51.1324,1999,1,0,1
11,0.033271818,9,5715.2272,1,7,12.85,110.9202,1999,1,0,1
1184,0.058437653,9,1150.5024,1,8,7075.0,127.5362,1999,1,0,1
902,0.117543713,9,3338987.0,2,2,1279.8732420559377,225.9404,1999,1,0,1
808,0.031452265,9,925462.0,1,2,8195.0,95.4436,1999,1,0,1
94,0.049712775,9,1492.7236,2,7,19.35,176237.0,1999,1,0,1
1420,0.046342889,9,886.8456,1,2,6.15,195211.0,1999,1,0,1
863,0.027653795,9,1318284.0,2,15,1279.8732420559377,43.3454,1999,1,0,1
259,0.140821917,9,2775.7202,1,11,15.75,36.7164,1999,1,0,1
1221,0.022602061,9,1458102.0,1,14,7075.0,128831.0,1999,1,0,1
382,0.014816356,9,3848324.0,2,8,20.25,264.0884,1999,1,0,1
1292,0.123620492,9,1505.3738,2,9,6.67,173.1738,1999,1,0,1
332,0.052493162,9,2519.3872,2,14,16.7,110.5202,1999,1,0,1
1465,0.033952603,9,3399.5748,1,9,6.48,126202.0,1999,1,0,1
1340,0.10361083,9,905488.0,2,7,19.0,103.1964,1999,1,0,1
351,0.139669224,9,1938.8096,1,14,13.35,253.0698,1999,1,0,1
784,0.04363058,9,1618.5598,1,7,1279.8732420559377,101.0016,1999,1,0,1
260,0.042357203,9,1857582.0,1,11,1279.8732420559377,153.0024,1999,1,0,1
175,0.049155769,9,958752.0,1,0,15.0,151.1366,1999,1,0,1
344,0.021362955,9,2404.2038,1,7,20.85,46306.0,1999,1,0,1
739,0.0,9,2373577.0,2,10,9.6,113.5518,1999,1,0,1
1387,0.092834313,9,2220443.0,1,8,20.7,142.7128,1999,1,0,1
1435,0.035967107,9,7549.5062,1,7,16.2,94.3462,1999,1,0,1
73,0.056960814,9,3707.1744,2,9,1279.8732420559377,47.9034,1999,1,0,1
1363,0.117095014,9,1148505.0,1,14,1279.8732420559377,141.4154,1999,1,0,1
114,0.020750867,9,1927491.0,2,12,1279.8732420559377,80.2644,1999,1,0,1
621,0.087542757,9,6189.2768,2,7,15.1,87.9856,1999,1,0,1
800,0.012030747,9,1155.8288,2,15,1279.8732420559377,93.7436,1999,1,0,1
1151,0.031200065,9,6303.7944,1,4,7285.0,250.5382,1999,1,0,1
562,0.010647477,9,1937478.0,1,1,6.17,235.0958,1999,1,0,1
1060,0.015749341,9,3307.6944,1,4,19.5,193.6162,1999,1,0,1
1488,0.077628053,9,3142576.0,1,4,19.2,59.1904,1999,1,0,1
1264,0.063962842,9,2616594.0,2,10,14.5,60222.0,1999,1,0,1
1397,0.06670068,9,1255.6988,2,9,7.71,148.0076,1999,1,0,1
1183,0.034753686,9,1976.0944,2,15,19.25,228272.0,1999,1,0,1
504,0.183688161,9,998.7,1,7,1279.8732420559377,122.4388,1999,1,0,1
253,0.016852909,9,2876256.0,1,11,12.1,223.9404,1999,1,0,1
680,0.112271498,9,659142.0,1,9,10395.0,149.9708,1999,1,0,1
384,0.078522357,9,6183.9504,2,7,8.05,165.0842,1999,1,0,1
1278,0.078181964,9,4098.6648,2,1,9195.0,101299.0,1999,1,0,1
577,0.047565208,9,1929.4884,2,8,20.7,129.9994,1999,1,0,1
564,0.122657336,9,1565.9616,2,7,15.7,216.7166,1999,1,0,1
717,0.094037291,9,495.3552,2,7,1279.8732420559377,76367.0,1999,1,0,1
1146,0.030542489,9,2693.8268,1,3,1279.8732420559377,158.4604,1999,1,0,1
301,0.0,9,2328.3026,1,15,19.5,129.3994,1999,1,0,1
330,0.055476238,9,1182.4608,1,8,7575.0,101.3016,1999,1,0,1
27,0.012223687,9,1640.5312,2,7,18.2,221.7456,1999,1,0,1
854,0.06063976,9,3593.3226,1,8,16.75,122.9046,1999,1,0,1
1251,0.161740582,9,805618.0,1,7,1279.8732420559377,88183.0,1999,1,0,1
709,0.019064377,9,3555372.0,1,9,15.2,59.5904,1999,1,0,1
825,0.099286298,9,563.9326,2,9,1279.8732420559377,66.3826,1999,1,0,1
265,0.142910689,9,1859.5794,2,7,18.0,197611.0,1999,1,0,1
418,0.0,9,2954.1546,2,6,21.2,104.0648,1999,1,0,1
787,0.010998932,9,1823.6262,2,9,10.5,260.4594,1999,1,0,1
937,0.093159233,9,1037.3164,1,4,8.97,233.1616,1999,1,0,1
987,0.035247642,9,1619.2256,1,3,10.6,55.2956,1999,1,0,1
711,0.0,9,4837.7028,1,10,13.65,141.7496,1999,1,0,1
1212,0.017746826,9,2540.6928,1,3,19.0,142.2128,1999,1,0,1
1427,0.035561344,9,1821.6288,2,9,1279.8732420559377,166.0816,1999,1,0,1
280,0.037555348,9,972068.0,1,2,1279.8732420559377,79.9276,1999,1,0,1
13,0.056919038,9,5770.4886,1,9,6865.0,98.77,1999,1,0,1
617,0.048218142,9,690.4346,2,2,10.8,178566.0,1999,1,0,1
1219,0.022099982,9,1334.2632,1,8,16.7,118244.0,1999,1,0,1
258,0.091008572,9,3195.84,1,11,1279.8732420559377,81896.0,1999,1,0,1
1165,0.011305479,9,4740496.0,1,4,10.5,182.6292,1999,1,0,1
1345,0.17824575,9,3299.7048,0,8,18.1,108.7596,1999,1,0,1
6,0.017658634,9,1442.1228,2,6,10195.0,212.5876,1999,1,0,1
289,0.011106465,9,419454.0,1,10,1279.8732420559377,110.1544,1999,1,0,1
924,0.027028323,9,3962.8416,1,4,19.0,193.8162,1999,1,0,1
324,0.036729122,9,2535.3664,1,14,13.15,180.0318,1999,1,0,1
295,0.022460102,9,3415554.0,2,7,20.1,176437.0,1999,1,0,1
1461,0.030975716,9,3068.0064,2,8,20.35,41.2112,1999,1,0,1
57,0.01558456,9,4795.0916,1,7,17.5,178.6002,1999,1,0,1
733,0.017182935,9,848895.0,1,8,7935.0,195.2768,1999,1,0,1
279,0.0821398,9,579246.0,1,2,1279.8732420559377,57.7904,1999,1,0,1
5,0.15717236,9,588.5672,2,9,15.5,214.3218,1999,1,0,1
1379,0.035118834,9,932.12,1,8,1279.8732420559377,231.7958,1999,1,0,1
283,0.151087845,9,1551314.0,2,1,1279.8732420559377,38019.0,1999,1,0,1
456,0.041355366,9,4544085.0,1,6,14.0,130.4968,1999,1,0,1
985,0.164196823,9,2133.2232,1,4,12.35,96.4094,1999,1,0,1
1130,0.016132592,9,3016.7398,1,3,18.85,164021.0,1999,1,0,1
1065,0.014296484,9,1436.7964,1,4,1279.8732420559377,88.5514,1999,1,0,1
1428,0.011143599,9,1125202.0,2,9,10.3,173.5738,1999,1,0,1
930,0.044978225,9,2247.7408,1,3,15.0,52.7956,1999,1,0,1
1450,0.07867708,9,341.5554,1,15,15.85,86.1224,1999,1,0,1
724,0.020903193,9,3098.6332,1,8,13.1,231.1668,1999,1,0,1
1135,0.031470832,9,1547.3192,1,4,6.26,211.0244,1999,1,0,1
133,0.072410764,9,1084.5882,1,14,5765.0,48.9034,1999,1,0,1
913,0.010008699,9,4940236.0,1,4,13.6,212.8218,1999,1,0,1
1176,0.052637056,9,808947.0,1,14,10.5,40.2138,1999,1,0,1
669,0.012282366,9,1713.7692,2,9,15.15,174.2422,1999,1,0,1
1411,0.026722744,9,984.7182,1,15,12.35,175.4738,1999,1,0,1
1234,0.067039526,9,1411496.0,1,9,19.7,211.0586,1999,1,0,1
698,0.103146658,9,2239.0854,1,7,16.6,127.3336,1999,1,0,1
1203,0.0358031,9,2504.7396,1,7,10895.0,181.2976,1999,1,0,1
120,0.030311951,9,6972.2576,2,10,1279.8732420559377,256.7672,1999,1,0,1
1076,0.016135764,9,4262.4516,1,4,8.51,190.1846,1999,1,0,1
833,0.087805788,9,1907517.0,1,7,6.65,196.2426,1999,1,0,1
899,0.065999008,9,2336958.0,2,9,15.25,182.6266,1999,1,0,1
1261,0.100922503,9,2759.0752,2,7,1279.8732420559377,87.4514,1999,1,0,1
1472,0.09942555,9,527.3136,2,14,16.0,51535.0,1999,1,0,1
959,0.041291929,9,1038648.0,1,4,19.2,37.3164,1999,1,0,1
1004,0.029569276,9,2912875.0,1,4,12.15,184.5924,1999,1,0,1
83,0.026384672,9,4584.6988,1,14,8895.0,149.1418,1999,1,0,1
322,0.137023446,9,7646.0472,1,8,10895.0,91812.0,1999,1,0,1
1362,0.065165046,9,856.8846,2,8,16.0,155.7314,1999,1,0,1
1021,0.040023967,9,1006.6896,1,13,9395.0,213.4876,1999,1,0,1
575,0.082394321,9,243017.0,2,2,19.35,105.6648,1999,1,0,1
234,0.015328106,9,1822.2946,1,11,18.35,120.5124,1999,1,0,1
180,0.013863257,9,1398.18,1,0,9.8,261.6594,1999,1,0,1
749,0.079419755,9,1488063.0,2,2,1279.8732420559377,101.0042,1999,1,0,1
361,0.035409328,9,834.9132,1,7,8.3,45.9428,1999,1,0,1
975,0.032672263,9,709077.0,1,3,8.6,56.7614,1999,1,0,1
47,0.062797771,9,825592.0,2,14,12.6,51935.0,1999,1,0,1
1034,0.066829875,9,3146.5708,1,13,15.6,196.7452,1999,1,0,1
125,0.016622448,9,1166.4816,2,7,1279.8732420559377,260.5594,1999,1,0,1
1010,0.015700603,9,2719793.0,1,13,15.35,40.2822,1999,1,0,1
883,0.083643716,9,2570.6538,2,15,1279.8732420559377,38.7138,1999,1,0,1
428,0.045928229,9,1957452.0,1,14,10.0,38.6506,1999,1,0,1
451,0.04605781,9,633.8416,2,8,8.71,173.1764,1999,1,0,1
374,0.018439138,9,5073396.0,1,14,12.15,119.9098,1999,1,0,1
1103,0.018052019,9,856.8846,1,3,17.85,175437.0,1999,1,0,1
296,0.035205866,9,2386.2272,2,7,9.5,88783.0,1999,1,0,1
1407,0.076839735,9,373.5138,2,9,11.8,85125.0,1999,1,0,1
442,0.089817198,9,3528.74,0,15,14.1,192.1846,1999,1,0,1
302,0.075695552,9,1504.0422,1,8,1279.8732420559377,247846.0,1999,1,0,1
687,0.012467648,9,2458.1336,1,7,19.75,184.8924,1999,1,0,1
1092,0.11147467,9,1637868.0,1,13,1279.8732420559377,132.5284,1999,1,0,1
729,0.045340279,9,2080625.0,1,9,1279.8732420559377,56.4246,1999,1,0,1
1291,0.029700018,9,1404838.0,2,7,17.75,93.4094,1999,1,0,1
195,0.045378573,9,243.6828,1,8,19.1,151.3366,1999,1,0,1
483,0.100330684,9,1238388.0,2,7,20.7,185.0608,1999,1,0,1
560,0.131128467,9,1561.9668,2,12,6.92,258.3278,1999,1,0,1
668,0.04929502,9,2696.49,1,7,13.65,174837.0,1999,1,0,1
128,0.017887238,9,1438128.0,2,9,13.5,90.0804,1999,1,0,1
1029,0.035711426,9,1584604.0,1,3,16.5,117.8466,1999,1,0,1
484,0.03858813,9,3353.6346,2,9,16.7,74.0354,1999,1,0,1
623,0.058222587,9,3340.3186,1,9,7235.0,37.4506,1999,1,0,1
188,0.073397129,9,2609936.0,1,0,15.35,151.3024,1999,1,0,1
263,0.024579432,9,1045306.0,2,1,5.63,195.2478,1999,1,0,1
1347,0.015484763,9,631.1784,1,14,12.15,243.9828,1999,1,0,1
95,0.108059141,9,6179.9556,1,9,9195.0,128.8678,1999,1,0,1
949,0.051928034,9,1973.4312,1,4,9.13,196.5452,1999,1,0,1
967,0.06725846,9,2490092.0,1,4,17.1,87.4856,1999,1,0,1
988,0.080765853,9,2037348.0,1,4,5.82,117815.0,1999,1,0,1
1223,0.037681448,9,222.3772,1,7,18.7,208.9954,1999,1,0,1
1093,0.034360687,9,4274436.0,1,4,18.75,263.4568,1999,1,0,1
536,0.037690731,9,451.4124,1,2,7445.0,43.6744,1999,1,0,1
900,0.121438886,9,1565.9616,1,9,20.85,201.0742,1999,1,0,1
754,0.100230114,9,1667829.0,1,14,19.2,144.0102,1999,1,0,1
1263,0.041986639,9,1480.7392,1,9,6675.0,192.8478,1999,1,0,1
1195,0.105831117,9,784.3124,3,7,15.1,46506.0,1999,1,0,1
819,0.134532392,9,878856.0,2,15,8.1,39.7506,1999,1,0,1
827,0.083133128,9,1332.9316,0,2,20.6,156.7288,1999,1,0,1
1091,0.039329257,9,2924.8594,1,4,20.35,56.0614,1999,1,0,1
688,0.065735977,9,2826321.0,2,7,19.0,112.7544,1999,1,0,1
517,0.041622264,9,4042.7376,2,7,12.6,225.9062,1999,1,0,1
1401,0.187850233,9,2501.4106,1,15,8355.0,140.5154,1999,1,0,1
112,0.052149675,9,1540.6612,1,9,18.5,227772.0,1999,1,0,1
586,0.053667516,9,671.1264,2,7,10.1,104899.0,1999,1,0,1
1312,0.021039273,9,2567.3248,2,9,9285.0,184.7924,1999,1,0,1
732,0.144241314,9,3346.3108,2,8,11.6,49.5376,1999,1,0,1
802,0.081260969,9,3085.3172,1,1,12.5,158.1288,1999,1,0,1
566,0.041009558,9,2681.8424,1,9,16.0,150.2392,1999,1,0,1
217,0.042246575,9,1104.5622,1,8,14.15,173.3738,1999,1,0,1
663,0.184454044,9,4035.4138,2,15,13.65,47.4034,1999,1,0,1
194,0.175352413,9,2478.7734,1,0,5655.0,57.2614,1999,1,0,1
32,0.083736551,9,3428.2042,2,14,20.75,145047.0,1999,1,0,1
1233,0.028167478,9,452744.0,2,7,20.0,54593.0,1999,1,0,1
380,0.008204465,9,2342.9502,2,15,16.75,78.6328,1999,1,0,1
278,0.03033748,9,5764.4964,2,9,9695.0,76467.0,1999,1,0,1
1466,0.014883661,9,3635268.0,1,6,1279.8732420559377,43.8744,1999,1,0,1
419,0.05281112,9,1704448.0,2,15,8975.0,252.0698,1999,1,0,1
939,0.185130961,9,588.5672,1,4,7.67,97.0094,1999,1,0,1
1280,0.064307102,9,1593.9252,2,7,13.8,171.3448,1999,1,0,1
545,0.104245198,9,1270.3464,2,15,20.0,139.8496,1999,1,0,1
225,0.072088552,9,4554072.0,1,11,8395.0,168.4158,1999,1,0,1
132,0.179355893,9,575.2512,2,1,6175.0,168.3816,1999,1,0,1
323,0.044995631,9,1308297.0,1,8,8.21,190.6872,1999,1,0,1
1489,0.041355366,9,2656542.0,1,4,19.6,78696.0,1999,1,0,1
1231,0.105181277,9,5343045.0,2,14,5845.0,84925.0,1999,1,0,1
1083,0.021639678,9,2708.4744,0,3,11395.0,193.4504,1999,1,0,1
26,0.059820884,9,3523.4136,2,7,7.17,139.9838,1999,1,0,1
515,0.098566832,9,1488063.0,1,1,10.8,106328.0,1999,1,0,1
401,0.048010812,9,3004.0896,2,7,20.6,157892.0,1999,1,0,1
971,0.034726222,9,3036048.0,1,4,16.35,259.7278,1999,1,0,1
1137,0.033160417,9,2251.7356,1,4,1279.8732420559377,93.1804,1999,1,0,1
1082,0.007468056,9,3379.6008,1,4,12.6,194.1162,1999,1,0,1
1120,0.093027718,9,2954.1546,1,3,5.32,149005.0,1999,1,0,1
1159,0.094308058,9,3551.3772,1,4,1279.8732420559377,81596.0,1999,1,0,1
1094,0.018934719,9,3545385.0,1,3,17.6,99.7384,1999,1,0,1
1458,0.047260402,9,1922.8304,1,2,9.8,110.2228,1999,1,0,1
1180,0.031273559,9,1267.6832,1,5,10395.0,212.0928,1999,1,0,1
1451,0.06528457,9,1904188.0,1,8,1279.8732420559377,182.7634,1999,1,0,1
408,0.146527359,9,2247075.0,2,5,17.35,104.3622,1999,1,0,1
1089,0.013387211,9,1065.28,1,13,16.35,83825.0,1999,1,0,1
1043,0.0,9,437.4306,1,3,15.2,109.2228,1999,1,0,1
